,0,1,2
573,123,accueil / politesse,"accueil pathétique. une personne a l’accueil qui ne sait pas inscrire quelqu’un sur la liste, résultat une heure d’attente pour rien, pour au final être reçu pour nous expliquer que c’est impossible de changer de téléphone car il faut 48h pour changer un simple nom de famille.  la monsieur a l’accueil est incompétente car il ne connait absolument pas son travail.   boutique à fuir absolument."
574,508,relation commerciale,"le professionnalisme des vendeurs n'est pas à reprocher. toutefois, lorsque l'agence est pleine et que la file d'attente est longue (et qu il est 19h passé) il serait bon de rationaliser le temps consenti par personne en se concentrant sur l essentiel, plutot que de tapper la discute ou d'essayer de vendre des produits annexes pendant 15min alors que le client a déjà exprimé son désinteret."
575,1090,émotion,très bon conseil et très disponible
576,2245,cadre / atmosphère,"beau lieu personnel au petits soins, y a plus qu'à"
577,1324,cadre / atmosphère,très accueillante
578,1966,changement d’opérateur / départ boutique,30 minutes d attente pour aucune réponse à notre problème et pour nous renvoyer à rappeler le service clientèle qui nous fait attendre 20 minutes pour nous raccrocher au nez... je vais changer s opérateur.
579,43,cadre / atmosphère,boutique ou se côtoient les clients du quartier et les touristes.
580,1818,émotion,"nul. maintenant fermés entre 12h45 et 14h, pas de stocks et propositions nettement plus chères que sur le web. dans ces conditions m. orange, à quoi bon conserver des boutiques ?"
581,2173,cadre / atmosphère,"du choix dans les mobiles, les accessoires dans un cadre magnifique. personnel au top. possibilité de prendre rdv si on veut éviter d'attendre"
582,2178,émotion,"vous venez récupérer un colis. on vous dit de venir en bas attendre pour votre colis. vous attendez 20mn. on vous rappelle en haut, pour vous dire qu'on vous a placé sur la mauvaise file. on vérifie avec la personne qui nous a placé sur la file, elle nous annonce que quand l'attente est trop longue en bas, ils renvoient les gens en haut... moralité, on fait deux fois la queue, mais la deuxième fois ""en priorité"" ce qui veut dire, en priorité comme les deux autres déjà en priorité donc en troisième... la réponse générale du service de la boutique : ""j'ai fais ce que je peux moi"". quelle honte."
583,2087,émotion,"insupportable. un coach un chef3  personne à l'accueil 5 vigiles  mais probablement que 3 vendeurs. impossibilité de savoir combien de temps on va rester impossibilité de savoir en temps réel combien il y a personne devant nous, et en plus il ne faut même pas sortir."
584,1349,émotion,bien
585,1185,émotion,"(traduit par google) service excellent. très utile. gentilles personnes. j'ai eu un problème avec ma simulation de voyage, ils l'ont réglé. je vous remercie.  (original) excellent service. very helpful. nice people. i had a problem with my travel sim, they sorted it out. thank you."
586,1235,temps d’attente,"service tellement lent... 1h d'attente et 2 vendeurs seulement présent au comptoir. pourtant j'ai vu passé au total 5 vendeurs qui papotaient ! vendeurs méprisable et incapable de parler une autre langue que le français, du coup encore plus méprisable envers les touristes/étrangers. le système de prise en charge (passé par un vendeur pour se présenter puis attendre) est lamentable ! une dame qui était arrivé après une autre a été pris avant elle donc elle a quitté la boutique : les vendeurs se moquent d'elle car elle est énervé. le vendeur avec qui je suis passé parlait très fort, géniale la discrétion ! toute la boutique a pu entendre mes informations personnelles ! boutique à fuir !!!"
587,229,temps d’attente,competence mais trop d'attente
588,1985,cadre / atmosphère,"boutique sympa, vendeur extra."
589,1791,émotion,un scandale! voici la facture remise à ma mère âgée de 82 ans pour lui vendre un nouveau mobile alors qu’elle venait pour un problème de carte sim. on attend les explications depuis plus de 10 jours... ce sont des pratiques commerciales inadmissibles et un service client lamentable.
590,282,accueil / politesse,"accueil personnalisé, personnel compétent et patient"
591,127,émotion,si il y avait personne c'était pareil !!!
592,1860,problème technique,très bien reçu bonnes explications
593,2345,cadre / atmosphère,rien n'a voir  quand elle était à la madeleine
594,1215,émotion,"catastrophique  une conseillère qui ne se préoccupe très peu de ce que l'on souhaite ne cherche pas de solution malgré le rdv pris par orange hotline s'agace très rapidement devant votre étonnement  vulgaire, désagréable et totalement inutile des progrès à faire encore par orange pour un service correct et pour un personnel compétent et respectueux."
595,1831,temps d’attente,avant c était un accueil pas cool et employés peu sympas mais depuis peu personnel aimable et pro ouf! dommage toujours de l attente mal gérée dinon ok
596,1539,temps d’attente,"trop d attente, personnel pas competents"
597,1417,relation commerciale,"personnel disponible, professionnel, accueillant 👍"
598,363,accueil / politesse,"beaucoup de personnel. bon accueil, mais c'est bien tout."
